id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
41014358,83,20,1,4.95,4.94,4.92,4.9,4.84,4.89,4.69,1.51
41014451,92,42,3,4.8,4.77,4.78,4.77,4.86,4.71,4.72,1.68
41014587,225,152,4,4.69,4.7,4.71,4.72,4.74,4.54,4.67,4.11
41015344,91,48,4,4.52,4.55,4.37,4.75,4.82,4.74,4.46,1.66
41018130,64,35,1,4.7,4.71,4.81,4.7,4.83,4.63,4.67,1.27
41018392,1,1,0,4,4,4,5,5,5,5,0.16
41020854,3,2,0,5,5,4.33,5,5,5,5,0.15
41034681,3,3,1,4.67,4.67,4.67,4.33,4,4.67,4.67,0.97
41035434,45,20,3,4.73,4.76,4.69,4.73,4.91,4.38,4.69,0.95
41035854,68,46,3,4.87,4.9,4.81,4.93,4.93,4.74,4.82,1.27
41036007,34,21,3,4.85,4.91,4.82,4.91,4.97,4.82,4.94,0.63
41036174,3,3,0,4.33,5,4.33,5,4.67,4.67,4.33,0.27
41036331,3,2,0,4,4.33,4.33,4.33,4.33,4.33,3.33,0.15
41036728,0,0,0,,,,,,,,
41036859,103,41,1,4.7,4.74,4.56,4.72,4.6,4.68,4.79,4.01
41039231,42,23,1,4.79,4.79,4.74,4.81,4.76,4.81,4.76,0.87
41039784,71,39,0,4.94,4.94,4.9,5,4.97,4.76,4.87,1.3
41049837,31,21,0,4.84,4.9,4.74,4.94,4.84,4.87,5,1.74
41050738,136,37,2,4.85,4.89,4.96,4.96,4.97,4.82,4.73,2.48
41050746,43,21,2,4.65,4.72,4.88,4.7,4.79,4.63,4.63,0.83
41050854,31,24,2,4.81,4.9,4.97,4.84,4.97,4.84,4.81,0.57
41050872,56,27,3,4.52,4.57,4.63,4.73,4.75,4.55,4.55,1.06
41051820,149,50,2,4.84,4.83,4.84,4.89,4.96,4.78,4.81,2.78
41051853,9,0,0,4.33,4.44,3.44,4.89,5,3.89,4.89,0.3
41052297,84,36,4,4.9,4.9,4.76,4.94,4.96,4.79,4.7,1.54
41053536,81,29,1,4.95,4.93,4.95,4.99,4.98,4.8,4.88,1.52
41055749,57,28,1,4.91,5,4.88,4.93,5,4.73,4.89,1.05
41056181,103,41,3,4.77,4.75,4.78,4.74,4.9,4.81,4.62,1.89
41056880,34,19,0,4.59,4.65,4.53,4.85,4.79,4.82,4.53,0.65
41058853,93,30,0,4.9,4.92,4.97,4.92,4.95,4.78,4.62,1.71
41060165,76,49,5,4.61,4.79,4.56,4.76,4.79,4.79,4.56,1.39
41064876,38,15,2,4.42,4.53,4.21,4.42,4.74,4.47,4.45,0.7
41067362,24,10,1,4.79,4.92,4.83,4.92,4.92,4.67,4.75,0.44
41068546,55,18,1,4.78,4.78,4.85,4.75,4.93,4.55,4.73,1.01
41069166,45,25,6,4.91,4.87,4.77,4.96,4.91,4.76,4.98,0.83
41072780,46,14,1,4.87,4.85,4.87,4.91,4.96,4.72,4.76,0.86
41073413,37,24,2,4.86,4.84,4.86,5,4.86,4.59,4.76,1.06
41093881,91,64,5,4.7,4.79,4.62,4.93,4.91,4.69,4.63,1.69
41094739,19,19,1,4.95,4.95,4.95,4.95,5,4.84,4.68,2.41
41097243,55,30,3,4.69,4.71,4.54,4.91,4.91,4.71,4.56,1.53
41097656,66,28,3,4.65,4.62,4.46,4.77,4.69,4.86,4.68,1.23
41101836,62,30,1,4.53,4.44,4.61,4.81,4.81,4.76,4.45,1.47
41109813,50,33,0,4.62,4.6,4.5,4.76,4.62,4.74,4.46,0.93
41112145,26,8,1,4.73,4.68,4.52,4.76,4.8,4.96,4.6,0.52
41112628,26,18,1,4.58,4.58,4.42,4.92,4.88,4.88,4.62,0.54
41121520,58,34,1,4.57,4.57,4.71,4.72,4.72,4.79,4.48,1.07
41122044,68,30,6,4.75,4.79,4.78,4.87,4.85,4.76,4.62,1.27
41136083,80,39,1,4.59,4.76,4.59,4.81,4.61,4.96,4.76,1.49
41136222,74,34,3,4.51,4.65,4.26,4.68,4.61,4.82,4.65,1.37
41136313,47,20,3,4.43,4.63,4.28,4.78,4.48,4.87,4.61,0.87
41136398,94,27,0,4.45,4.46,4.46,4.62,4.66,4.81,4.49,1.77
41139738,27,10,0,4.93,4.96,4.93,4.93,5,4.89,4.81,0.5
41141051,52,19,5,4.81,4.77,4.75,4.81,4.98,4.6,4.67,0.96
41157433,42,11,0,4.79,4.79,4.83,4.83,4.98,4.88,4.76,0.8
41160430,16,2,0,4.81,4.69,4.69,4.88,5,4.94,4.63,0.31
41160521,50,18,0,4.78,4.88,4.84,4.9,4.86,4.9,4.54,0.95
41160922,40,17,1,4.78,4.88,4.7,4.93,4.9,4.8,4.78,0.76
41161098,43,18,1,4.72,4.84,4.77,4.77,4.91,4.86,4.64,0.82
41161217,32,11,0,4.91,4.97,4.97,4.88,5,4.81,4.88,0.61
41162387,2,2,1,5,5,5,5,5,5,5,1.82
41186342,23,13,0,4.83,4.96,4.65,4.91,4.61,4.78,4.65,0.44
41219350,3,1,0,5,5,4.67,5,5,4.67,5,0.24
41243750,17,5,0,4.47,4.53,4.35,4.65,4.94,4.47,4.24,0.31
41286264,30,17,1,4.6,4.7,4.3,4.67,4.67,4.9,4.7,0.62
41286459,40,20,4,4.73,4.68,4.45,4.95,4.88,4.9,4.6,0.82
41287126,34,12,0,4.71,4.79,4.41,4.62,4.76,4.94,4.56,0.78
41324668,93,46,1,4.39,4.56,4.4,4.61,4.76,4.67,4.59,1.74
41324895,87,38,2,4.75,4.83,4.52,4.87,4.85,4.53,4.67,1.71
41326795,69,39,4,4.67,4.71,4.64,4.67,4.78,4.8,4.51,1.33
41327367,32,17,0,4.56,4.66,4.66,4.84,4.84,4.84,4.63,0.6
41328350,67,39,4,4.97,4.97,4.99,4.93,4.97,4.9,4.85,1.27
41328881,79,33,3,4.41,4.46,4.4,4.64,4.69,4.53,4.33,1.48
41357276,54,29,4,4.61,4.68,4.66,4.74,4.79,4.4,4.53,1.01
41357698,33,13,1,4.3,4.33,4.24,4.48,4.76,4.48,4.12,0.62
41357766,30,13,1,4.63,4.66,4.59,4.69,4.83,4.69,4.48,0.57
41358455,76,39,0,4.66,4.55,4.67,4.8,4.83,4.61,4.63,1.42
41383753,4,4,1,4,4,3.5,5,4.5,4.75,4,0.33
41384317,39,13,1,4.51,4.56,4.44,4.82,4.51,4.59,4.41,0.72
41384429,19,0,0,4.21,4.53,3.95,4.68,4.21,4.26,4.05,0.37
41385195,2,0,0,4.5,5,5,5,4,4.5,4,0.04
41385463,47,17,1,4.79,4.83,4.87,4.98,4.91,4.83,4.65,0.88
41385683,11,7,0,4.55,5,4.55,4.82,4.55,4.64,4.45,0.2
41385769,6,1,0,4.67,4.67,4.67,4.67,4.83,4.67,4.33,0.11
41385907,15,9,0,4.53,4.73,4.13,4.6,4.67,4.8,4.67,0.28
41386036,4,0,0,4.5,4.5,4.25,5,5,4.75,4,0.07
41386258,40,5,0,4.5,4.48,4.43,4.78,4.6,4.63,4.48,0.74
41387545,57,22,2,4.75,4.84,4.54,4.72,4.86,4.81,4.75,1.11
41408801,51,25,1,4.69,4.69,4.43,4.59,4.9,4.57,4.65,1.09
41409588,69,42,4,4.78,4.81,4.91,4.93,4.88,4.78,4.74,1.32
41410254,106,91,9,4.8,4.88,4.88,4.93,4.92,4.9,4.83,1.97
41412937,85,46,4,4.65,4.68,4.75,4.68,4.74,4.52,4.64,2.15
41413139,53,41,5,4.49,4.42,4.42,4.55,4.6,4.62,4.32,2.91
41413989,1,0,0,5,5,5,5,5,5,5,0.05
41416329,31,7,0,4.77,4.74,4.74,4.58,4.9,4.58,4.77,0.6
41419635,72,24,1,4.74,4.67,4.63,4.79,4.74,4.79,4.63,1.35
41438070,8,6,0,5,5,5,5,5,5,4.88,0.15
41439978,126,74,6,4.89,4.9,4.87,4.88,4.94,4.85,4.9,2.34
41440171,136,67,3,4.84,4.84,4.85,4.85,4.93,4.85,4.82,2.52
41440297,110,60,6,4.88,4.8,4.92,4.89,4.94,4.89,4.83,2.04
41440397,132,73,5,4.76,4.8,4.83,4.85,4.93,4.88,4.75,2.44
41440518,137,73,5,4.81,4.87,4.85,4.93,4.93,4.91,4.85,2.55
41443099,3,3,0,3.67,3.67,3.33,2.67,4.33,4.33,3.67,0.35
41443578,3,3,1,5,5,5,5,5,5,5,2.14
41443760,24,15,0,4.92,4.88,4.79,4.96,5,4.83,4.88,1.31
41444730,25,9,0,4.84,4.8,4.92,4.56,4.88,4.76,4.76,0.48
41445009,17,5,0,4.94,4.82,4.88,4.65,4.82,4.65,4.71,0.35
41445172,9,3,0,4.56,4.22,4.67,4.33,4.56,4.56,4.78,0.23
41445375,36,12,0,4.81,4.92,4.72,4.72,4.86,4.72,4.67,0.7
41450153,0,0,0,,,,,,,,
41450461,1,1,0,5,5,5,5,5,5,5,0.21
41459852,111,39,4,4.86,4.85,4.9,4.91,4.88,4.83,4.76,2.07
41460328,54,21,1,4.83,4.83,4.83,4.87,4.91,4.65,4.69,1.25
41464214,17,13,0,4.29,4.53,4.06,4.47,4.76,4.76,4.41,0.31
41464744,11,9,0,4.91,5,5,5,5,5,5,0.2
41466188,56,25,4,4.91,4.95,4.87,4.93,4.89,4.82,4.85,1.06
41466381,51,20,1,4.96,4.96,4.98,5,4.92,4.88,4.76,0.97
41480187,117,28,2,4.62,4.63,4.44,4.86,4.75,4.59,4.26,2.29
41482209,8,2,1,4.88,4.88,5,5,5,5,4.75,0.15
41484548,278,84,5,4.71,4.62,4.6,4.69,4.45,4.73,4.46,5.22
41501416,282,73,5,4.82,4.83,4.72,4.87,4.89,4.51,4.6,5.37
41505622,51,14,0,4.35,4.37,4.18,4.47,4.59,4.35,4.41,0.95
41513878,48,43,2,4.9,4.88,4.81,4.9,4.96,4.69,4.77,3.22
41515087,18,18,2,5,4.94,4.94,4.94,4.94,5,4.94,1.63
41543166,3,2,0,5,5,5,5,5,4.67,5,0.2
41543687,11,5,0,4.45,4.73,4.27,4.73,4.45,4.64,4.27,0.21
41543962,5,0,0,4,4.6,3.6,4.8,4.6,4.6,4.2,0.1
41544133,9,4,0,4.33,4.11,4.33,4.89,4.89,4.78,4.78,0.17
41544319,5,0,0,3.4,3.6,3.2,3.6,3.8,3.8,3.4,0.09
41555910,85,43,4,4.62,4.58,4.52,4.82,4.76,4.76,4.55,2.76
41557193,37,17,0,4.62,4.73,4.57,4.89,4.76,4.84,4.57,1.42
41565470,93,41,4,4.78,4.7,4.85,4.91,4.83,4.83,4.49,1.77
41566184,20,4,0,4.6,4.55,4.85,4.85,4.75,4.7,4.05,0.38
41568707,37,19,1,4.78,4.76,4.62,4.84,4.84,4.84,4.68,0.7
41569136,57,23,1,4.74,4.82,4.63,4.88,4.81,4.65,4.61,1.65
41569305,54,37,3,4.96,4.89,4.96,4.94,5,4.93,4.87,1.52
41569553,45,19,1,4.71,4.82,4.56,4.82,4.82,4.71,4.64,0.85
41569794,69,29,3,4.72,4.74,4.75,4.88,4.91,4.93,4.67,2.27
41574603,80,26,4,4.84,4.86,4.83,4.75,4.91,4.84,4.89,1.5
41579087,71,46,3,4.68,4.72,4.58,4.86,4.73,4.8,4.52,3.71
41579448,44,13,0,4.77,4.68,4.8,4.73,4.7,4.86,4.61,1.85
41597796,64,24,1,4.86,4.91,4.67,4.89,4.95,4.94,4.8,1.37
41598789,79,13,1,4.32,4.29,4,4.38,4.63,4.38,4.18,1.77
41600947,28,16,1,4.18,4.21,4.07,4.21,4.57,4.54,4.18,0.52
41601134,29,12,0,4.24,4.45,4.31,4.55,4.66,4.83,4.48,0.54
41601240,41,19,0,4.51,4.59,4.37,4.63,4.83,4.68,4.44,0.76
41647950,22,21,0,4.68,4.68,4.73,4.73,4.77,4.68,4.59,0.72
41649235,29,19,2,4.72,4.69,4.76,4.66,4.69,4.72,4.59,0.54
41649454,33,16,0,4.82,4.91,4.94,4.73,4.76,4.76,4.76,0.62
41649530,27,12,0,4.44,4.48,4.85,4.52,4.7,4.63,4.56,0.53
41649580,40,8,0,4.88,4.93,4.85,4.43,4.8,4.53,4.7,0.77
41649583,13,7,0,4.46,4.46,4.77,4.46,4.77,4.54,4.85,0.65
41649683,41,10,0,4.83,4.88,4.8,4.51,4.78,4.49,4.68,0.79
41649781,26,6,0,4.77,4.81,4.85,4.5,4.65,4.5,4.65,0.5
41649828,22,2,0,4.64,4.64,4.73,4.41,4.64,4.55,4.55,0.41
41649893,12,3,0,4.83,4.75,4.75,4.58,4.75,4.67,4.67,0.23
41649959,17,5,0,4.71,4.82,4.65,4.53,4.82,4.53,4.59,0.32
41650035,15,3,0,4.67,4.6,4.93,4.6,4.87,4.4,4.73,0.31
41650090,27,12,0,4.74,4.67,4.78,4.56,4.81,4.63,4.48,0.52
41650186,22,6,0,4.86,4.91,4.82,4.73,4.95,4.82,4.95,0.43
41650228,25,8,0,4.92,4.76,4.8,4.64,4.76,4.72,4.68,0.49
41650279,16,5,0,4.75,4.88,5,4.63,4.63,4.69,4.81,0.4
41650362,24,2,0,4.58,4.71,4.71,4.58,4.79,4.63,4.67,0.48
41651602,68,18,1,4.71,4.69,4.69,4.68,4.84,4.62,4.72,1.27
41653901,19,18,5,5,5,5,4.95,5,4.84,5,0.36
41657905,39,19,1,4.64,4.67,4.82,4.56,4.72,4.72,4.56,0.77
41659440,20,16,2,4.85,4.75,4.9,4.85,4.9,4.65,4.65,0.38
41667497,44,37,1,4.73,4.73,4.68,4.82,4.91,4.7,4.7,0.86
41673264,66,23,2,4.39,4.42,4.39,4.65,4.42,4.24,4.53,1.33
41685270,16,10,2,4.81,4.81,4.81,4.81,4.88,4.94,4.63,0.31
41690955,100,30,1,4.45,4.58,4.43,4.32,4.67,4.87,4.38,1.89
41691867,122,42,5,4.83,4.78,4.87,4.7,4.83,4.55,4.75,2.64
41695087,65,57,5,4.52,4.6,4.6,4.75,4.82,4.78,4.65,1.21
41695909,116,45,1,4.73,4.79,4.72,4.9,4.84,4.7,4.69,2.66
41696300,31,14,0,4.81,4.84,4.84,4.9,4.87,4.81,4.81,0.59
41696446,19,9,0,4.89,4.89,4.89,4.95,4.89,4.79,4.84,0.36
41696605,42,16,0,4.64,4.69,4.62,4.83,4.76,4.64,4.5,0.8
41696753,17,3,0,4.71,4.88,4.71,4.88,5,5,4.82,0.41
41696904,132,31,0,4.8,4.86,4.86,4.89,4.87,4.9,4.79,2.49
41697006,30,5,0,4.77,4.8,4.8,4.83,4.87,4.93,4.73,0.69
41701262,28,7,0,4.43,4.36,4.39,4.21,4.18,4.64,4.25,0.53
41723068,88,22,1,4.55,4.7,4.69,4.81,4.74,4.63,4.7,1.68
41725381,27,12,2,4.85,4.85,4.73,4.92,4.96,4.69,4.85,1.59
41728652,106,32,0,4.65,4.83,4.59,4.71,4.45,4.67,4.69,1.99
41749472,19,10,1,4.53,4.53,4.74,4.79,4.74,4.47,4.47,0.36
41751465,122,65,6,4.9,4.86,4.94,4.88,4.93,4.59,4.8,2.66
41751871,67,56,1,4.76,4.79,4.79,4.93,4.87,4.84,4.73,1.24
41752811,85,76,5,4.71,4.8,4.74,4.87,4.91,4.79,4.75,1.63
41759316,67,57,4,4.73,4.82,4.61,4.9,4.9,4.84,4.76,1.26
41759966,73,70,4,4.7,4.73,4.88,4.85,4.89,4.9,4.77,5.29
41760392,71,62,2,4.85,4.89,4.83,4.89,4.9,4.86,4.85,1.37
41760604,101,87,7,4.84,4.82,4.89,4.88,4.97,4.95,4.87,1.93
41781015,77,28,1,4.83,4.86,4.75,4.88,4.9,4.88,4.83,1.48
41784811,42,20,1,4.71,4.79,4.62,4.76,4.9,4.79,4.62,1.61
41803599,79,20,0,4.7,4.62,4.76,4.32,4.82,4.8,4.59,1.48
41803970,51,19,0,4.45,4.57,4.47,4.8,4.69,4.43,4.53,0.95
41805212,21,10,1,4.29,4.67,4.24,4.76,4.52,4.33,4.33,0.45
41805355,16,12,0,4.5,4.81,4.5,4.94,4.94,4.5,4.69,0.32
41805597,5,3,0,3.4,3.6,3.8,4.2,4,4.2,3.6,0.26
41824262,98,28,1,4.59,4.63,4.47,4.43,4.79,4.7,4.48,2.02
41824778,34,20,2,4.26,4.47,3.97,4.32,4.44,4.44,4.53,0.83
41825955,37,3,0,4.84,4.59,4.76,4.69,4.73,4.51,4.73,0.86
41841403,100,27,2,4.9,4.92,4.92,4.92,4.96,4.61,4.66,1.87
41841709,25,14,0,4.32,4.56,4.12,4.8,4.88,4.32,4.56,0.53
41862705,47,27,1,4.47,4.53,4.04,4.83,4.66,4.3,4.49,1.17
41865101,50,20,2,4.76,4.74,4.56,4.88,4.74,4.78,4.86,1.86
41890681,84,28,5,4.38,4.36,4.01,4.37,4.73,4.49,4.55,1.57
41891116,51,26,0,4.82,4.86,4.73,4.94,4.94,4.84,4.73,1.66
41891338,42,16,0,4.83,4.81,4.83,4.9,4.9,4.9,4.79,0.92
41892294,59,28,2,4.83,4.88,4.75,4.83,4.85,4.59,4.75,1.11
41895178,43,42,2,4.84,4.86,4.7,4.95,4.86,4.93,4.72,3.49
41895182,55,48,4,4.91,4.84,4.93,4.95,4.89,4.94,4.91,3.81
41895597,38,12,0,4.55,4.63,4.42,4.84,4.66,4.39,4.55,0.72
41897170,83,34,0,4.64,4.55,4.53,4.81,4.7,4.59,4.48,1.69
41897799,67,27,0,4.6,4.61,4.63,4.66,4.72,4.51,4.6,1.26
41898320,78,26,3,4.6,4.53,4.48,4.78,4.64,4.61,4.58,1.46
41898620,118,39,1,4.64,4.65,4.69,4.75,4.81,4.6,4.66,2.22
41899052,37,14,0,4.51,4.59,4.51,4.73,4.62,4.54,4.62,0.69
41915481,48,47,4,4.81,4.81,4.74,4.89,4.98,4.94,4.68,3.82
41915674,6,2,1,4.5,4.33,4.5,4.17,4.33,4.83,4.17,0.11
41917059,51,23,1,4.14,4.37,4.37,4.71,4.57,4.55,4.33,1.27
41921817,25,17,1,4.72,4.68,4.6,4.64,4.96,4.56,4.64,0.49
41925088,45,9,1,4.76,4.82,4.53,4.87,4.89,4.6,4.93,1
41937426,47,29,2,4.64,4.74,4.59,4.61,4.59,4.8,4.61,0.96
41937727,82,25,1,4.6,4.48,4.72,4.72,4.7,4.49,4.6,1.53
41938434,120,45,5,4.62,4.63,4.43,4.69,4.82,4.49,4.69,2.3
41940537,47,12,0,4.79,4.85,4.81,4.91,4.91,4.89,4.66,1.17
41941311,180,23,2,4.67,4.6,4.6,4.73,4.79,4.83,4.61,4.23
41944586,103,46,4,4.7,4.77,4.83,4.82,4.89,4.62,4.49,2.14
41965379,49,27,2,4.71,4.73,4.76,4.69,4.65,4.82,4.8,0.96
41975281,56,38,4,4.91,4.91,4.89,4.84,4.88,4.88,4.84,1.32
41975707,54,36,2,4.89,4.89,4.93,4.87,4.83,4.81,4.74,1.7
41985210,33,10,0,4.94,4.94,4.94,4.97,4.91,4.79,4.79,0.62
41990900,0,0,0,,,,,,,,
41990943,32,12,0,4.53,4.59,4.44,4.47,4.75,4.81,4.5,1.04
41992126,52,29,1,4.94,4.92,4.9,4.88,4.96,4.85,4.87,0.98
41996608,63,10,0,4.92,4.89,4.92,4.95,4.9,4.51,4.63,1.18
42002825,144,19,2,4.68,4.67,4.76,4.71,4.72,4.78,4.5,2.83
42005122,56,24,2,4.13,4.25,4.33,4.25,4.53,4.42,4.42,1.48
42005129,90,41,2,4.29,4.42,4.28,4.64,4.7,4.73,4.45,1.72
42005133,76,39,3,4.32,4.36,4.35,4.68,4.81,4.65,4.44,1.46
42005346,35,19,1,4.49,4.57,4.54,4.74,4.8,4.77,4.71,0.77
42005372,37,13,1,4.35,4.46,4.38,4.59,4.65,4.7,4.41,0.9
42005435,28,6,0,4.04,4,3.86,4.43,4.46,4.39,4.04,0.59
42005908,34,8,0,4.82,4.74,4.82,4.91,4.97,4.5,4.56,0.71
42006138,57,35,0,4.79,4.75,4.82,4.86,4.74,4.81,4.63,1.07
42006389,59,38,1,4.93,4.9,4.92,4.9,4.92,4.85,4.83,1.1
42006752,56,37,1,4.88,4.84,4.77,4.91,4.86,4.84,4.59,1.84
42007033,41,12,1,4.34,4.44,4.46,4.56,4.63,4.46,4.41,0.8
42007040,40,7,0,4.1,4.2,3.78,4.68,4.63,4.53,4.23,0.9
42007048,46,18,2,4.37,4.41,4.4,4.48,4.63,4.57,4.37,0.86
42007052,35,15,2,4.46,4.43,4.51,4.63,4.77,4.74,4.29,0.91
42009891,93,44,3,4.42,4.58,4.6,4.59,4.73,4.62,4.45,1.79
42010164,414,78,4,4.86,4.82,4.76,4.91,4.88,4.81,4.59,7.9
42010622,129,43,4,4.83,4.84,4.8,4.81,4.91,4.59,4.69,2.55
42010854,136,16,1,4.34,4.4,4.17,4.46,4.54,4.49,4.55,2.57
42029003,4,1,0,4.5,4.25,4.25,5,4.25,5,4.5,0.1
42050209,6,0,0,4.17,4.67,4.83,4.67,5,4.5,4.33,0.19
42051880,24,2,0,4.25,4.42,4.08,4.71,4.83,4.13,4.08,0.45
42052071,0,0,0,,,,,,,,
42052106,6,1,0,4.17,4.33,4.33,4.67,4.5,4,4.33,0.2
42052539,18,10,0,4.56,4.78,4.39,4.78,4.72,4.67,4.5,0.52
42052820,8,2,0,4.38,4.38,4.75,4.88,5,4.63,4.5,0.22
42053061,8,3,0,4.63,4.88,4.38,4.75,4.88,4.63,4.75,0.26
42053410,20,6,0,4.55,4.7,4.8,4.75,4.6,4.5,4.5,0.65
42057407,37,14,0,4.86,4.81,4.76,4.95,4.78,4.84,4.84,0.7
42057529,24,8,0,4.63,4.46,4.33,4.83,4.71,4.79,4.58,0.45
42057707,44,19,2,4.77,4.75,4.77,4.7,4.7,5,4.7,0.83
42060313,16,8,1,4.81,4.81,4.81,4.94,4.69,4.75,4.81,0.31
42062696,36,16,0,4.97,5,4.89,4.94,5,4.89,4.86,1.01
42062861,101,48,2,4.95,4.95,4.96,4.95,4.98,4.79,4.89,1.91
42075095,73,35,1,4.82,4.82,4.67,4.92,4.86,4.96,4.81,1.88
42080741,213,51,1,4.77,4.8,4.77,4.91,4.9,4.54,4.59,4.07
42125759,38,21,5,4.71,4.57,4.76,4.51,4.86,4.35,4.78,1.26
42126271,11,2,0,4.91,4.91,4.82,5,5,4.82,4.73,0.25
42144464,267,53,3,4.88,4.9,4.91,4.93,4.94,4.93,4.73,5.08
42146153,138,56,3,4.7,4.75,4.79,4.84,4.78,4.73,4.59,2.6
42161639,43,4,0,4.58,4.56,4.47,4.77,4.6,4.53,4.49,0.82
42161707,51,21,1,4.63,4.71,4.69,4.86,4.9,4.69,4.8,0.98
42161741,38,8,0,4.39,4.24,4.05,4.74,4.66,4.5,4.5,0.72
42162240,27,15,0,4.81,4.74,4.93,4.85,4.89,4.89,4.74,1.65
42170809,71,23,1,4.65,4.69,4.58,4.85,4.79,4.68,4.46,2.33
42189610,44,26,0,4.52,4.52,4.45,4.59,4.73,4.73,4.64,2.29
42195547,33,18,4,4.76,4.88,4.55,4.52,4.82,4.79,4.82,1.76
42207564,112,39,3,4.92,4.93,4.79,4.9,4.91,4.79,4.74,2.17
42211814,22,9,1,4.59,4.73,4.41,4.82,4.91,4.95,4.64,1.09
42212301,87,31,0,4.67,4.67,4.6,4.78,4.84,4.51,4.71,1.67
42212599,30,11,1,4.37,4.63,4.43,4.5,4.63,4.57,4.37,1.61
42213462,36,29,2,4.56,4.67,4.44,4.69,4.81,4.78,4.64,1.84
42213861,22,21,3,4.55,4.86,4.45,4.64,4.82,4.82,4.41,0.88
42215232,38,14,1,4.71,4.66,4.55,4.68,4.97,4.87,4.79,1.98
42216716,3,3,3,4.67,5,5,5,5,5,5,3
42234556,1,1,0,5,4,3,5,5,3,5,0.11
42234813,0,0,0,,,,,,,,
42235688,0,0,0,,,,,,,,
42237874,29,13,1,4.93,4.86,4.86,4.9,4.93,4.93,4.86,0.55
42238124,25,11,1,4.88,4.92,4.84,4.96,4.96,4.96,4.8,0.48
42238538,72,21,1,4.96,4.93,4.96,4.97,4.97,4.99,4.83,1.42
42260192,37,11,0,4.65,4.73,4.78,4.68,4.89,4.54,4.65,1.05
42279790,252,80,5,4.4,4.5,4.36,4.79,4.73,4.27,4.36,4.78
42280622,21,11,0,4.81,4.9,4.76,4.95,4.86,4.95,4.71,0.4
42283439,5,4,2,5,5,5,4.8,5,4.8,5,0.1
42283625,4,4,0,4.75,4.5,3.25,5,4.5,5,4.75,0.5
42284789,28,9,0,4.18,4.54,4.25,4.32,4.64,4.64,4.26,0.53
42300586,29,7,1,4.31,4.52,3.97,4.79,4.62,4.52,4.31,0.56
42317946,82,22,3,4.8,4.83,4.79,4.82,4.93,4.88,4.82,1.55
42318267,0,0,0,,,,,,,,
42321895,190,82,7,4.95,4.97,4.97,4.96,4.98,4.92,4.94,7.07
42339166,45,31,1,4.49,4.58,4.56,4.89,4.71,4.62,4.47,1.16
42344850,11,6,0,4.64,4.82,4.55,4.55,4.91,4.36,4.64,0.6
42348787,46,30,1,4.65,4.61,4.59,4.74,4.7,4.39,4.52,1.67
42366277,40,12,2,4.55,4.68,4.75,4.7,4.55,4.33,4.63,0.79
42367133,27,10,0,4.56,4.67,4.78,4.67,4.52,4.04,4.56,0.55
42367845,31,13,1,4.61,4.65,4.77,4.65,4.71,4.19,4.65,0.62
42367849,3,3,0,5,5,5,5,5,5,4.33,0.34
42369067,43,14,0,4.63,4.53,4.77,4.65,4.74,4.37,4.63,0.85
42371257,144,48,2,4.94,4.93,4.97,4.96,4.93,4.74,4.78,3.13
42387386,35,9,1,4.74,4.83,4.63,4.74,4.83,4.43,4.89,0.71
42387484,43,14,2,4.81,4.84,4.86,4.84,4.91,4.81,4.7,0.92
42389193,64,24,1,4.83,4.92,4.86,4.83,4.89,4.72,4.59,1.46
42393301,229,52,1,4.92,4.93,4.96,4.95,4.92,4.49,4.73,4.34
42394812,60,24,3,4.85,4.85,4.95,4.43,4.85,4.82,4.62,1.89
42398683,141,12,0,4.49,4.4,4.18,4.7,4.68,4.52,4.7,2.67
42399935,19,17,0,4.68,4.79,4.68,5,4.95,4.84,4.68,1.54
42413301,6,0,0,4.83,4.5,4.67,5,4.5,3.67,4.5,0.13
42413353,5,0,0,4.2,4.6,4.8,4.6,4.6,4.4,4.6,0.11
42413416,54,21,2,4.72,4.65,4.67,4.63,4.83,4.3,4.56,1.42
42413574,17,0,0,4.88,4.94,4.82,5,4.76,4.59,4.71,0.34
42413588,77,22,2,4.64,4.64,4.57,4.52,4.66,4.48,4.57,1.45
42413672,6,1,0,5,4.83,5,5,5,4.67,4.83,0.12
42414657,16,1,0,5,4.94,5,5,4.94,4.38,4.75,0.33
42437094,16,2,0,4.63,4.75,4.88,4.81,4.81,4.81,4.56,0.33
42437184,3,0,0,4.67,5,5,5,4.33,5,5,0.06
42437362,28,2,0,4.57,4.75,4.82,4.82,4.43,4.82,4.71,0.6
42438526,1,1,0,5,5,5,5,5,5,5,0.09
42439662,42,16,0,4.88,4.95,4.9,4.9,4.9,4.98,4.81,1.18
42439961,291,55,5,4.54,4.58,4.57,4.69,4.68,4.63,4.47,5.54
42440875,5,3,0,4.6,5,5,5,5,5,4.8,0.15
42440994,2,0,0,5,5,5,5,4.5,5,5,0.05
42442996,436,87,6,4.58,4.64,4.64,4.72,4.69,4.64,4.48,8.28
42452903,37,23,1,4.92,4.84,4.78,5,4.95,4.95,4.92,1.92
42460261,18,11,1,4.61,4.72,4.61,4.89,4.78,4.94,4.67,0.45
42460893,41,15,2,4.32,4.33,4.23,4.23,4.48,4.28,4.2,0.8
42461786,50,25,2,4.98,4.92,4.88,4.98,4.92,4.94,4.82,1.09
