id,name,host_id,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,instant_bookable
49119058,Yanaka Sow Standard Twin,395866434,Taito Ku,Entire rental unit,Entire home/apt,4,1,0,2,19124,1,365,1,365,t,t
49119079,新高円寺@平安世代/距離新宿十分鐘/離車站只要兩分鐘/近高円寺商店街,214640453,Suginami Ku,Entire home,Entire home/apt,3,1.5,1,3,10942,2,120,2,1125,t,t
49119416,Yanaka Sow Premium “WA” TWIN -Y-,395866434,Taito Ku,Entire rental unit,Entire home/apt,6,1,0,2,24466,1,365,1,365,t,t
49119970,Yanaka Sow Premium “WA” TWIN -S-,395866434,Taito Ku,Entire rental unit,Entire home/apt,6,1,0,2,23244,1,365,1,365,t,t
49120067,Yanaka Sow Concept Twin,395866434,Taito Ku,Entire rental unit,Entire home/apt,4,1,0,2,23562,1,365,1,365,t,t
49132609,Shinjuku Double Bed Room/Perfect Access Okubo2min,220149769,Shinjuku Ku,Private room in rental unit,Private room,2,1,1,1,7814,1,30,1,30,t,f
49133014,Shinjuku Double Bed Room/Perfect Access Okubo2min,220149769,Shinjuku Ku,Private room in rental unit,Private room,2,1,1,1,7814,1,30,1,30,t,f
49135731,Cool Hotel ！ Shibuya! Harajuku! Near Yoyogi Park!,330551751,Shibuya Ku,Entire home,Entire home/apt,6,1,2,6,37571,4,365,6,365,t,f
49146907,YANAKA SOW STANDARD “WA” TWIN (with Board Games),395866434,Taito Ku,Entire rental unit,Entire home/apt,6,1,0,2,19124,1,365,1,365,t,t
49181501,エレベータ付最上階の7階α｜スカイツリー押上駅3分｜スーパー１分｜キッチン付｜高速Wi-Fi｜２５㎡,364904132,Sumida Ku,Entire rental unit,Entire home/apt,3,1,1,1,14143,2,21,1.9,21,t,t
49206362,3-min walk from station! 143㎡ duplex luxury house!,37376962,Taito Ku,Entire rental unit,Entire home/apt,15,3,3,1,100000,2,365,2,1125,t,f
49209538,NEW!駅徒歩2分　広々137㎡4LDK 最大15名　コンビニ商店徒歩1分　目黒駅7分　高速WIFI,396944600,Meguro Ku,Entire home,Entire home/apt,15,2,4,6,77714,2,180,2,180,t,f
49234488,【長期割引中】洗濯、乾燥コインランドリーあり！　広めダブルルーム　駅から徒歩3分！,202883274,Toshima Ku,Private room in rental unit,Private room,2,2,1,2,9500,1,365,1,753.9,t,t
49235133,匯家 KAIKE 上板橋三人间 巴士可达哈利波特主题公园1,218849633,Nerima Ku,Entire rental unit,Entire home/apt,3,1,1,3,40000,1,90,1,1125,t,t
49250609,大森町駅ー空港まで近い、広いお部屋、稀なメゾンネットタイプ,387729784,Ota Ku,Entire rental unit,Entire home/apt,4,1,1,2,10571,3,30,3,1125,t,t
49296349,"★[Rurban-203] Near Shinjyuku, GHIBLI Mus!",44129333,Suginami Ku,Entire rental unit,Entire home/apt,3,1,0,1,8975,3,60,3,1125,t,t
49297104,Central Tokyo koenji-高円寺エリア☆ private flat,56653460,Suginami Ku,Entire rental unit,Entire home/apt,1,1,1,1,12500,2,1125,2,1125,t,f
49297586,Shinjuku Warm House 2 bedrooms *English OK*,396025101,Shinjuku Ku,Room in hotel,Private room,4,2,2,2,25857,1,1125,1,1125,t,t
49297704,Shinjuku Warm House 2 bedrooms *English OK*,396025101,Shinjuku Ku,Entire condo,Entire home/apt,4,2,2,2,25857,1,1125,1,1125,t,t
49324535,House near Shinjuku with parking & courtyard/Max13,397909852,Nakano Ku,Entire villa,Entire home/apt,13,3.5,4,12,54885,1,365,1,1125,t,t
49369373,葛西駅徒歩6分‼︎キッチン付きデザイナーズホテルのダブル・ツインルーム。ディズニー、空港までバス１本,349439108,Edogawa Ku,Room in boutique hotel,Private room,2,1,1,2,14429,1,30,1,1125,t,t
49397653,渋谷駅徒歩5分！キッチン付き！１０９近くお買い物も便利なロケーション　,398419603,Shibuya Ku,Entire rental unit,Entire home/apt,2,1,1,1,17773,1,1125,1,1125,t,f
49399865,【ペット同伴可能！】一棟貸52㎡♪Wi-Fi 無料♪成田/羽田1本★スカイツリー4駅★浅草6駅,12353736,Katsushika Ku,Entire home,Entire home/apt,6,1,1,5,14471,1,1125,1,1125,t,t
49427261,WT203 Tokyo Monthly Rental -Sakurashinmachi Stay,4838043,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,14281,2,1125,2,1125,t,t
49428298,W207 Tokyo Monthly Rental - Sakurashinmachi Reno,4838043,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,9207,2,1125,2,1125,t,t
49428777,W305 Tokyo Monthly Rental - Good Life Komazawa,4838043,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,1,19357,2,1125,2,1125,t,t
49429442,W311 Tokyo Monthly rental- Sakurashinmachi Sunrise,4838043,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,19695,2,1125,2,1125,t,t
49429596,W212 Tokyo Monthly Rental - Komazawa Telework,4838043,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,1,8476,2,1125,2,1125,t,t
49429819,W312 Tokyo Monthly Rentals - Great Area Komazawa,4838043,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,8476,2,1125,2,1125,t,t
49430946,Y206 Tokyo Monthly Rental - Yoga Vista,4838043,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,1,7900,2,1125,2,1125,t,t
49431166,Y302 Tokyo Monthly Rental - Yoga Good Vibe,4838043,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,8557,2,1125,2,1125,t,t
49452168,プロジェクター付きテーマホテル｜17㎡｜最大3名,398845831,Ota Ku,Room in aparthotel,Entire home/apt,3,1,1,2,13783,1,365,1,365,t,t
49455384,NEAR UENO! 3MIN TO STN! 4DK! 80㎡! 8PP! FREE Wi-FI!,248126519,Adachi Ku,Entire home,Entire home/apt,8,3,4,8,25457,2,365,2,365,t,t
49455573,MODERN HOUSE!  GOOD ACCESS TO UENO! 3LDK68㎡! WiFi!,248126519,Adachi Ku,Entire home,Entire home/apt,8,3,2,5,17343,2,365,2,365,t,t
49467549,MyTokyoApt ~ Yoga Vista,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,1,13071,2,1125,2,1125,t,f
49467860,MyTokyoApt ~ Yoga Single Telework,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,8900,2,1125,2,1125,t,t
49467933,MyTokyoApt ~ Yoga Good Vibe,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,9943,2,1125,2,1125,t,t
49468063,MyTokyoApt ~ Great Area Komazawa,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,9800,2,1125,2,1125,t,t
49468136,MyTokyoApt ~ Sakurashinmachi Stay,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,1,12857,2,1125,2,1125,t,t
49468807,MyTokyoApt ~ Large Studio,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,1,15000,2,1125,2,1125,t,t
49468901,MyTokyoApt ~ Sakurashinmachi Reno,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,11800,2,1125,2,1125,t,t
49468995,MyTokyoApt ~ Good Life Komazawa,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,1,12514,2,1125,2,1125,t,t
49469082,MyTokyoApt ~ Sunrise Living,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,1,13743,2,1125,2,1125,t,t
49469153,MyTokyoApt ~ Sakurashinmachi Sunrise,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,1,1,0,1,12986,2,1125,2,1125,t,t
49469251,MyTokyoApt ~ Komazawa Telework,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,1,12857,28,1125,28,1125,t,t
49469534,MyTokyoApt ~ Komazawa Studio,131748110,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,0,,12900,2,1125,2,1125,t,f
49472463,キッチン付きアパートメントホテル｜50㎡｜最大6名,352617245,Taito Ku,Room in aparthotel,Entire home/apt,6,1,2,3,67640,1,365,1,365,t,t
49491647,DOMO HOTEL-11,89965878,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,2,17429,1,1125,1,1125,t,f
49491877,DOMO HOTEL-12,30324135,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,2,17143,1,1125,1,1125,t,f
49503698,I want you to stay like you live!/BSKK,129096261,Katsushika Ku,Entire home,Entire home/apt,10,1,2,4,15836,2,365,2,365,t,t
49506334,キッチン付きアパートメントホテル｜35㎡｜最大6名,352617245,Taito Ku,Room in aparthotel,Entire home/apt,6,1,1,6,62635,1,365,1,365,t,t
49506539,キッチン付きアパートメントホテル｜35㎡｜最大4名,352617245,Taito Ku,Room in aparthotel,Entire home/apt,4,1,0,4,62635,1,365,1,365,t,t
49506633,キッチン付きアパートメントホテル｜40㎡｜最大8名,352617245,Taito Ku,Room in aparthotel,Entire home/apt,8,1,1,6,65758,1,365,1,365,t,t
49507066,キッチン付きアパートメントホテル｜40㎡｜最大4名,352617245,Taito Ku,Room in aparthotel,Entire home/apt,4,1,1,2,67547,1,365,1,365,t,t
49507234,キッチン付きアパートメントホテル｜50㎡｜最大8名,352617245,Taito Ku,Room in aparthotel,Entire home/apt,8,1,1,7,69481,1,365,1,365,t,t
49507715,キッチン付きアパートメントホテル｜50㎡｜最大4名,352617245,Taito Ku,Room in aparthotel,Entire home/apt,4,1,0,3,69481,1,365,1,365,t,t
49555710,Cozy Apartment with Japanese room near stations,10005122,Kita Ku,Entire rental unit,Entire home/apt,6,1,2,2,14457,2,60,2,60,t,f
49556593,屋上からスカイツリー絶景/新築戸建/押上1分/Max12人/3LDK,91235096,Sumida Ku,Entire home,Entire home/apt,12,2,3,7,81429,1,180,1,1125,t,t
49615531,駅徒歩1分の商店街にある、1LDK64㎡貸切り /2021-5新築/10G光+ワークスペース/6名,313674064,Itabashi Ku,Entire guest suite,Entire home/apt,6,1,1,4,20571,3,30,3,1125,t,f
49618841,2nd floor ♪  7 minutes walk from the station!,342479884,Kita Ku,Entire rental unit,Entire home/apt,8,1.5,3,3,29286,1,365,1,365,t,t
49623898,優友荘2Fは、長屋として使えます、静かな住宅地にあります。場所は高円寺駅から４分。,367379600,Suginami Ku,Private room in townhouse,Private room,6,0.5,2,3,18000,2,360,2.1,1125,t,t
49655528,"New Designed Apartment , Shin-Okubo Sta (3)min",145326080,Shinjuku Ku,Entire condo,Entire home/apt,2,1,1,1,16143,1,365,1,606.5,t,t
49660137,3-story house / 1 group only/Toilet 2/Washbasin 2,400525630,Edogawa Ku,Entire home,Entire home/apt,8,1.5,3,4,33713,3,90,3,90,t,t
49666036,上野桜見へ電車９分、浅草、皇居，秋葉原銀座直通．１DK、家族・ビジネスに最適。伝統的な和風の一軒家,78391541,Adachi Ku,Entire home,Entire home/apt,4,1,1,0,10200,2,90,2,90,t,f
49684619,浅草に近い東京、金町駅から徒歩19分. 家の周りに、 スーパー、バス停、 公園、 コンビニも沢山あり,400717523,Katsushika Ku,Private room in home,Private room,1,1.5,1,1,3543,5,1125,5,1125,t,f
49693358,"1F Cozy Loft room max for 3, Shinjuku area, Waseda",400808166,Shinjuku Ku,Entire rental unit,Entire home/apt,3,1,1,1,10509,1,300,1,1125,t,t
49695496,2人合計値段 、東京の JRと成田からの京成 2駅ある 金町駅徒歩19分、完全鍵付き個室 出入り自由,400717523,Katsushika Ku,Private room in home,Private room,2,1,1,2,4900,3,1125,3,1125,t,f
49695828,"おしゃれなデザイナーズホテル,大井町駅徒歩5分/ファミリー&カップルに最適（大人最大4名お子様OK）",398988117,Shinagawa Ku,Room in aparthotel,Entire home/apt,4,1,1,2,23143,1,365,1,365,t,t
49696559,8名宿泊可！大井町駅徒歩5分/おしゃれなホテルでパーティーや女子会を！,398988117,Shinagawa Ku,Room in aparthotel,Entire home/apt,8,1.5,3,8,66000,1,365,1,365,t,t
49747721,sakura garden villa skytree-3樱花苑公邸天空树别墅 带阳台豪华和室房,134662329,Koto Ku,Private room in serviced apartment,Private room,3,1.5,1,1,14657,2,730,2,730,t,t
49782659,5minJR sta#HighQualityHouse@NostalgicOtsuka(3F-1),197405131,Toshima Ku,Entire rental unit,Entire home/apt,3,1.5,1,2,12266,1,28,1,28,t,t
49846008,CD68池袋New open公寓！2居室配电梯！直达新宿，涉谷，秋叶原！便利店/饮食店/药妆店充实,401995948,Toshima Ku,Entire rental unit,Entire home/apt,6,1,2,3,35000,1,1125,1,1125,t,t
49866642,Nomad Hostel /Semi-Private Dorm w/ desk & chair#1,228133407,Sumida Ku,Shared room in hostel,Shared room,1,2,1,1,2500,2,60,5.1,67.6,t,f
49882625,Tokyo Loft -Hiroo luxury penthouse,402271814,Shibuya Ku,Entire loft,Entire home/apt,4,1,1,1,110996,2,1125,2,1125,t,f
49886593,"＃201 Cozy Apt, Shinjuku area, Waseda , Free wifi!",400808166,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,11348,1,60,1,1125,t,t
49886862,"302 Cozy Apt, Shinjuku area, Waseda , Free wifi!",400808166,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,10523,1,60,1,1125,t,t
49886979,＃501 新築 早稻田駅徒歩4分の都心へのアクセスが非常にしやすい宿 Free Wi-fi!,400808166,Shinjuku Ku,Entire serviced apartment,Entire home/apt,2,1,1,1,10580,1,60,1,1125,t,t
49887055,"R502 Cozy Apt, Shinjuku area, Waseda , Free wifi!",400808166,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,10780,1,60,1,1125,t,t
49892119,浅草5丁目・花豆の宿徒歩圏雷門、花屋敷、合羽橋、レストランも多数。最大３人,78391541,Taito Ku,Private room in rental unit,Private room,3,2,1,3,9113,3,60,3,60,t,f
49934513,Butler Akigawa0.4/Yokota2.7mi 2p ~12 ‘22renew,38919757,Akiruno Shi,Private room in barn,Private room,2,1,1,1,4900,1,180,1,180,t,f
49968713,優友荘1Fは、長屋として使えます、静かな住宅地にあります。場所は高円寺駅から４分。,367379600,Suginami Ku,Entire townhouse,Entire home/apt,6,1,2,2,18000,2,360,2.1,1125,t,t
49970129,【時間貸し】エグゼクティブルームのデイユースプラン｜東京神楽坂,361274415,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,4,36874,1,1,1,1,t,t
49977303,Tokyo Tower C3/1BR+Living Room/6 stations nearby,22966881,Minato Ku,Entire condo,Entire home/apt,4,2,1,2,16656,2,1125,2,1048.6,t,f
49993860,NEW OPEN/ 巣鴨站徒步6分钟/免费WIFI,231273877,Toshima Ku,Entire home,Entire home/apt,4,1,1,2,15000,2,1125,2.1,1125,t,f
50010792,Near Ikebukuro/Free Wi-Fi /2-person OK,203632096,Toshima Ku,Entire rental unit,Entire home/apt,2,1,1,2,9514,2,180,2,180,t,t
50011690,Near Ikebukuro/Free Wi-Fi /2-person OK,203632096,Toshima Ku,Entire rental unit,Entire home/apt,2,1,1,1,9514,2,180,2,180,t,t
50012303,Ice Mount Guest House 3 (shared shower and toilet),31734605,Shinjuku Ku,Private room in home,Private room,2,6,1,2,11014,1,365,1,365,t,t
50012824,Ice Mount Guest House 6 (shared shower and toilet),31734605,Shinjuku Ku,Private room in condo,Private room,2,6,1,1,11014,1,365,1,365,t,t
50034373,"202 Cozy Apt, Shinjuku area, Waseda , Free wifi!",400808166,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,11939,1,60,1,1125,t,t
50035605,Newly-built APT hotel/5min walk Ueno Sta./PAX6#G,402150486,Taito Ku,Room in aparthotel,Entire home/apt,6,1.5,1,3,40629,2,365,2.6,365,t,t
50036754,Newly-built APT hotel/5min walk Ueno Sta./PAX4#F,402150486,Taito Ku,Room in aparthotel,Entire home/apt,4,1.5,1,2,36586,2,365,2.5,365,t,t
50037489,キッチン付きアパートメントホテル｜40㎡｜最大4名,352617245,Taito Ku,Room in aparthotel,Entire home/apt,4,1,0,3,65758,1,365,1,365,t,t
50037886,Newly-built APT hotel/5min walk Ueno Sta./PAX6#E1,402150486,Taito Ku,Room in aparthotel,Entire home/apt,6,1.5,1,3,46457,2,365,2.6,365,t,t
50038239,Newly-built APT hotel/5min walk Ueno Sta./PAX6#E2,402150486,Taito Ku,Room in aparthotel,Entire home/apt,6,1.5,1,3,46457,2,365,2.6,365,t,t
50038841,Newly-built APT hotel/5min walk Ueno Sta./PAX8#D1,402150486,Taito Ku,Room in aparthotel,Entire home/apt,8,1.5,1,4,53000,2,365,2.7,365,t,t
50039259,Newly-built APT hotel/5min walk Ueno Sta./PAX8#D2,402150486,Taito Ku,Room in aparthotel,Entire home/apt,8,1.5,1,4,53000,2,365,2.7,365,t,t
50039386,Newly-built APT hotel/5min walk Ueno Sta./PAX3#A1,402150486,Taito Ku,Room in aparthotel,Entire home/apt,6,1.5,1,3,37257,2,365,2.6,365,t,t
50039773,Newly-built APT hotel/5min walk Ueno Sta./PAX3#A2,402150486,Taito Ku,Room in aparthotel,Entire home/apt,6,1.5,1,3,37257,2,365,2.6,365,t,t
50039830,Newly-built APT hotel/5min walk Ueno Sta./PAX3#A3,402150486,Taito Ku,Room in aparthotel,Entire home/apt,6,1.5,1,3,37257,2,365,2.6,365,t,t
50039885,Newly-built APT hotel/5min walk Ueno Sta./PAX3#A4,402150486,Taito Ku,Room in aparthotel,Entire home/apt,6,1.5,1,3,37257,2,365,2.6,365,t,t
50055859,"Brand New/Direct HND, NRT/Free Wi-Fi/Asakusa Sta.",403764818,Sumida Ku,Room in aparthotel,Entire home/apt,2,1,1,1,26743,1,365,1,476.9,t,f
50056827,Newly-built APT hotel/5min walk Ueno Sta./PAX4#BC2,402150486,Taito Ku,Room in aparthotel,Entire home/apt,4,1.5,1,2,32214,2,365,2.6,365,t,t
50056917,Newly-built APT hotel/5min walk Ueno Sta./PAX4#BC4,402150486,Taito Ku,Room in aparthotel,Entire home/apt,4,1.5,1,2,32214,2,365,2.6,365,t,t
50056943,Newly-built APT hotel/5min walk Ueno Sta./PAX4#BC6,402150486,Taito Ku,Room in aparthotel,Entire home/apt,4,1.5,1,2,32214,2,365,2.6,365,t,t
50056977,Newly-built APT hotel/5min walk Ueno Sta./PAX4#BC8,402150486,Taito Ku,Room in aparthotel,Entire home/apt,4,1.5,1,2,32214,2,365,2.6,365,t,t
50057018,Newly-built APT hotel/5min walk Ueno Sta./PAX4#BC1,402150486,Taito Ku,Room in aparthotel,Entire home/apt,4,1.5,1,2,32214,2,365,2.6,365,t,t
50057112,Newly-built APT hotel/5min walk Ueno Sta./PAX4#BC3,402150486,Taito Ku,Room in aparthotel,Entire home/apt,4,1.5,1,2,32214,2,365,2.6,365,t,t
50057166,Newly-built APT hotel/5min walk Ueno Sta./PAX4#BC5,402150486,Taito Ku,Room in aparthotel,Entire home/apt,4,1.5,1,2,32214,2,365,2.6,365,t,t
50057200,Newly-built APT hotel/5min walk Ueno Sta./PAX4#BC7,402150486,Taito Ku,Room in aparthotel,Entire home/apt,4,1.5,1,2,32214,2,365,2.6,365,t,t
50058845,"Brand New/Direct HND, NRT/Free Wi-Fi/Asakusa Sta.",403764818,Sumida Ku,Room in aparthotel,Entire home/apt,3,1,1,2,28431,1,365,1,801.8,t,f
50058894,"[1BR] Brand New/Direct HND, NRT/Free Wi-Fi/Asakusa",403764818,Sumida Ku,Room in aparthotel,Entire home/apt,5,1,1,3,42789,1,365,1,476.9,t,f
50075181,Single Private Room w/ desk & chair / Nomad #1,228133407,Sumida Ku,Private room in hostel,Private room,1,2,1,1,4357,2,60,5,67.6,t,f
50079526,Shibuya/Shinjuku 10 min/Natural Taste Apt!,359609387,Shibuya Ku,Entire rental unit,Entire home/apt,2,1,1,1,14000,2,365,2,365,t,t
50095945,(#101) Directly connected to Haneda Airport,402307094,Ota Ku,Entire condo,Entire home/apt,4,1,0,2,11882,2,380,2,380,t,t
50097048,(#201) Directly connected to Haneda Airport,402307094,Ota Ku,Entire condo,Entire home/apt,6,1,1,3,17014,2,365,2,365,t,t
50097734,(#102)Directly connected to Haneda Airport,402307094,Ota Ku,Entire condo,Entire home/apt,4,1,0,2,11743,2,365,2,365,t,t
50098433,(#103) Directly connected to Haneda Airport,402307094,Ota Ku,Entire condo,Entire home/apt,4,1,1,3,15662,2,365,2,365,t,t
50105679,上野桜見へ電車９分、浅草、皇居，秋葉原銀座直通．１DK専用、家族ビジネスに最適。生活環境至便の宿。,78391541,Adachi Ku,Entire home,Entire home/apt,5,1,1,0,12218,1,180,1,180,t,f
50145845,"Ikebukuro 3 minutes & 1 station, 3 bedrooms, Sunny",89494840,Toshima Ku,Entire home,Entire home/apt,8,1.5,3,6,35157,3,730,3,1125,t,f
50158940,Ueno# 6 min walk to stn # Free Wi-Fi Max10,287720765,Taito Ku,Entire rental unit,Entire home/apt,10,1.5,2,0,34286,1,365,1,365,t,t
50234530,[2 beds] good access private bathroom and toilet.,405522757,Shinjuku Ku,Private room in rental unit,Private room,2,1,1,2,13000,1,30,1,1125,t,f
50247711,"＃301 Cozy Apt, Shinjuku area, Waseda , Free wifi!",400808166,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,10651,1,60,1,1125,t,t
50269824,5min walk from Akasaka sta! Newly built/ 303,401959312,Minato Ku,Entire condo,Entire home/apt,4,1,1,1,17094,2,365,1.5,365,t,t
50269891,Popular Akasaka area/ 403,401959312,Minato Ku,Entire condo,Entire home/apt,4,1,1,1,16280,2,365,6.4,365,t,t
50269910,Cozy Inn Tokyo Sakura-shinmachi［Room C］single room,20384361,Setagaya Ku,Private room in hostel,Private room,1,2,1,1,7871,2,365,2,365,t,t
50270363,clearzione akasaka 702 / Upper floor guaranteed,401959312,Minato Ku,Entire condo,Entire home/apt,4,1,1,1,18315,2,1125,6.4,1125,t,t
50270516,clearzione akasaka 802 / Upper floor guaranteed,401959312,Minato Ku,Entire condo,Entire home/apt,4,1,1,1,18315,2,1125,6.4,1125,t,t
50270584,Cozy Inn Tokyo Sakura-shinmachi［Room D］single room,20384361,Setagaya Ku,Private room in hostel,Private room,1,2,1,1,7871,2,365,2,365,t,t
50270920,Cozy Inn Tokyo Sakura-shinmachi［Room E］single room,20384361,Setagaya Ku,Private room in hostel,Private room,1,2,1,1,7786,2,365,2,365,t,t
50271207,2 beds good access private bathroom and toilet,405522757,Shinjuku Ku,Private room in rental unit,Private room,2,1,1,2,13000,1,30,1,1125,t,f
50271394,3 beds good access private bathroom and toilet,405522757,Shinjuku Ku,Private room in rental unit,Private room,3,1,1,3,17000,1,30,1,1125,t,f
50271537,"2 beds, good access private bathroom and toilet",405522757,Shinjuku Ku,Private room in rental unit,Private room,2,1,1,2,13000,1,30,1,1125,t,f
50271589,Cozy Inn Tokyo Sakura-shinmachi［Room F］single room,20384361,Setagaya Ku,Private room in hostel,Private room,1,2,1,1,7871,2,365,2,365,t,t
50271831,Cozy Inn Tokyo Sakura-shinmachi［Room G］single room,20384361,Setagaya Ku,Private room in hostel,Private room,1,2,1,1,7871,2,365,2,365,t,t
50272022,Cozy Inn Tokyo Sakura-shinmachi［Room H］single room,20384361,Setagaya Ku,Private room in hostel,Private room,1,2,1,1,7871,2,365,2,365,t,t
50276006,Rakuten STAY 東京浅草【お買いものパンダルーム／最上階ツイン】（禁煙／15平米）,405940951,Sumida Ku,Private room in serviced apartment,Private room,2,1,1,1,24057,1,30,1,1125,t,t
50292003,【新大久保エリア】新宿まで電車で3分の抜群のロケーション,305354548,Shinjuku Ku,Entire rental unit,Entire home/apt,4,1,1,4,18429,1,180,1,180,t,f
50293741,Rakuten STAY 東京浅草【お買いものパンダルーム／ツインA】（禁煙／13平米）,405940951,Sumida Ku,Private room in serviced apartment,Private room,2,1,1,2,22857,1,30,1,1125,t,t
50293897,Rakuten STAY 東京浅草【お買いものパンダルーム／ツインB】（禁煙／14平米）,405940951,Sumida Ku,Private room in serviced apartment,Private room,2,1,1,1,22257,1,30,1,1125,t,t
50293951,Rakuten STAY 東京浅草【お買いものパンダルーム／ダブル】（禁煙／12平米）,405940951,Sumida Ku,Private room in serviced apartment,Private room,2,1,1,1,21657,1,30,1,1125,t,t
50293986,Rakuten STAY 東京浅草  ツインルーム（禁煙／バス・トイレ別／15平米）,405940951,Sumida Ku,Private room in serviced apartment,Private room,2,1,1,1,13857,1,30,1,1125,t,t
50312804,#2【渋谷駅徒歩3分！】東京観光の拠点にするならここしかない！,340430395,Shibuya Ku,Entire rental unit,Entire home/apt,4,1,0,1,26571,1,365,1,365,t,t
50315100,Superior Family,401303836,Taito Ku,Room in hotel,Private room,4,1,1,3,47141,1,1125,1,731,t,t
50315276,#9【渋谷駅徒歩3分】ワークチェア・デスク完備！広く快適な部屋でワーケーション、ブレジャーしよう！,340430395,Shibuya Ku,Entire rental unit,Entire home/apt,4,1,0,1,26571,1,365,1,365,t,t
50315700,#3TVで話題渋谷駅3分でChillax体験を。プロジェクター&スクリーン付きデザインルームが誕生！,340430395,Shibuya Ku,Entire rental unit,Entire home/apt,4,1,0,1,26571,1,365,1,365,t,t
50315969,#4TVで話題渋谷駅3分でChillax体験を。プロジェクター&スクリーン付きデザインルームが誕生！,340430395,Shibuya Ku,Entire rental unit,Entire home/apt,4,1,0,1,36857,1,365,1,365,t,t
50319964,Musashi Residence Morishita　定員2名　201号室,372616232,Sumida Ku,Entire condo,Entire home/apt,4,1,1,2,15200,1,1125,1,1125,t,t
50320684,Musashi Residence Morishita　定員2名　301号室,372616232,Sumida Ku,Entire condo,Entire home/apt,4,1,1,2,15200,1,1125,1,1125,t,t
50321042,Musashi Residence Morishita　定員2名　401号室,372616232,Sumida Ku,Entire condo,Entire home/apt,4,1,1,2,16229,1,1125,1,1125,t,t
50324247,Musashi Residence Morishita　定員3名　202号室,372616232,Sumida Ku,Entire condo,Entire home/apt,5,1,1,3,19314,1,1125,1,1125,t,t
50325642,Musashi Residence Morishita　定員3名　302号室,372616232,Sumida Ku,Entire condo,Entire home/apt,5,1,1,3,19314,1,1125,1,1125,t,t
50330417,Musashi Residence Morishita　定員3名　402号室,372616232,Sumida Ku,Entire condo,Entire home/apt,5,1,1,3,20343,1,1125,1,1125,t,t
50333544,Newly opened hotel-style t suite  Subway 3 minutes,286188033,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,2,9538,1,1125,1,1125,t,f
50333645,Newly opened hotel-style t suite  Subway 4 minutes,286188033,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,2,9996,1,1125,1,1125,t,f
50337884,Newly opened hotel-style t suite  Subway 3 minutes,286188033,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,2,10112,1,1125,1,1125,t,f
50337973,Newly opened hotel-style t suite  Subway 3 minutes,286188033,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,2,9652,1,1125,1,1125,t,f
50338076,Newly opened hotel-style t suite  Subway 3 minutes,286188033,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,2,9538,1,1125,1,1125,t,f
50338653,Newly opened hotel-style t suite  Subway 3 minutes,286188033,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,2,8847,1,1125,1,1125,t,f
50338765,Newly opened hotel-style t suite  Subway 3 minutes,286188033,Shinjuku Ku,Room in boutique hotel,Private room,2,1,1,2,9766,1,1125,1,1125,t,f
50338786,Two-story House 6 min from Sangenjaya,406528154,Setagaya Ku,Entire home,Entire home/apt,4,1,1,2,33429,1,1125,1,1125,t,t
50338984,"(全館禁煙）新開幕酒店式管理精緻套房,JR山手線7分鐘,地鐵3分鐘",286188033,Shinjuku Ku,Room in boutique hotel,Private room,4,1,1,2,15626,1,1125,1,1125,t,f
