host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
307068304,Senta,11/4/2019,"Shinjuku City, Japan",within an hour,1,0.99,t,10,16,"['email', 'phone']",t,t
307068304,Senta,11/4/2019,"Shinjuku City, Japan",within an hour,1,0.99,t,10,16,"['email', 'phone']",t,t
307091960,Kei,11/5/2019,"Tokyo, Japan",within an hour,1,0.99,t,1,1,"['email', 'phone']",t,t
139384229,リョウ,7/9/2017,"Tokyo, Japan",within an hour,1,1,t,1,2,"['email', 'phone']",t,t
307347674,Plat Hostel Keikyu,11/6/2019,,within an hour,1,1,f,4,4,"['email', 'phone']",t,t
287720765,Naoki,8/21/2019,"Taito City, Japan",within an hour,1,1,f,17,18,"['email', 'phone']",t,t
6648140,Tatsuhiko & Yuka,5/30/2013,"Shibuya City, Japan",within an hour,1,0.98,f,12,12,"['email', 'phone']",t,t
307347674,Plat Hostel Keikyu,11/6/2019,,within an hour,1,1,f,4,4,"['email', 'phone']",t,t
287720765,Naoki,8/21/2019,"Taito City, Japan",within an hour,1,1,f,17,18,"['email', 'phone']",t,t
287720765,Naoki,8/21/2019,"Taito City, Japan",within an hour,1,1,f,17,18,"['email', 'phone']",t,t
307347674,Plat Hostel Keikyu,11/6/2019,,within an hour,1,1,f,4,4,"['email', 'phone']",t,t
307341018,Satellitetokyo,11/5/2019,"Shibuya City, Japan",within an hour,1,1,,6,6,"['email', 'phone']",t,t
38467415,Yui,7/14/2015,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
21504159,Michi,9/18/2014,"Minato City, Japan",within an hour,1,0.99,f,22,63,"['email', 'phone']",t,t
290876627,Mt.Takao Base Camp,9/2/2019,"Hachioji, Japan",within an hour,1,1,f,3,5,"['email', 'phone']",t,t
201334932,Saki,7/10/2018,"Tokyo, Japan",within an hour,1,1,t,7,9,"['email', 'phone']",t,t
46373540,Kuroda,10/12/2015,"Kunitachi, Japan",within an hour,1,1,t,1,1,"['email', 'phone']",t,t
292414061,Allcomein,9/5/2019,"Taito City, Japan",within an hour,1,0.97,f,16,17,"['email', 'phone']",t,t
292414061,Allcomein,9/5/2019,"Taito City, Japan",within an hour,1,0.97,f,16,17,"['email', 'phone']",t,t
307821271,Jimmy,11/7/2019,"Tokyo, Japan",within an hour,1,0.86,f,2,2,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
292414061,Allcomein,9/5/2019,"Taito City, Japan",within an hour,1,0.97,f,16,17,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
292414061,Allcomein,9/5/2019,"Taito City, Japan",within an hour,1,0.97,f,16,17,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
292414061,Allcomein,9/5/2019,"Taito City, Japan",within an hour,1,0.97,f,16,17,"['email', 'phone']",t,t
292414061,Allcomein,9/5/2019,"Taito City, Japan",within an hour,1,0.97,f,16,17,"['email', 'phone']",t,t
292414061,Allcomein,9/5/2019,"Taito City, Japan",within an hour,1,0.97,f,16,17,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
292414061,Allcomein,9/5/2019,"Taito City, Japan",within an hour,1,0.97,f,16,17,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
302228906,航,10/14/2019,"Minato City, Japan",within an hour,1,0.99,t,20,20,['phone'],t,t
70095678,Michiya,5/3/2016,"Ota City, Japan",within an hour,1,1,f,1,1,"['email', 'phone']",t,t
302228906,航,10/14/2019,"Minato City, Japan",within an hour,1,0.99,t,20,20,['phone'],t,t
302228906,航,10/14/2019,"Minato City, Japan",within an hour,1,0.99,t,20,20,['phone'],t,t
302228906,航,10/14/2019,"Minato City, Japan",within an hour,1,0.99,t,20,20,['phone'],t,t
304782801,NOAH Hostel,10/27/2019,"Taito City, Japan",within an hour,1,1,f,4,5,['phone'],t,t
6378336,Haru,5/14/2013,"Shinagawa, Japan",within an hour,0.9,1,f,5,27,"['email', 'phone']",t,t
302264620,Eriko,10/14/2019,"Sumida City, Japan",within an hour,1,1,t,1,1,"['email', 'phone']",t,t
304763861,美丽,10/27/2019,,within a few hours,1,0.89,t,1,2,"['email', 'phone']",t,t
283490443,Jack,8/6/2019,"Tokyo, Japan",within an hour,1,1,f,4,26,"['email', 'phone', 'work_email']",t,t
214640453,Hanako,9/10/2018,"Shinjuku, Japan",within an hour,1,1,,91,151,"['email', 'phone']",t,t
287720765,Naoki,8/21/2019,"Taito City, Japan",within an hour,1,1,f,17,18,"['email', 'phone']",t,t
308803109,Bnb,11/11/2019,,within a few hours,1,0.54,f,1,1,['phone'],t,t
308849237,Akio,11/12/2019,"Itabashi City, Japan",within an hour,1,1,f,5,7,"['email', 'phone']",t,t
308849237,Akio,11/12/2019,"Itabashi City, Japan",within an hour,1,1,f,5,7,"['email', 'phone']",t,t
302228906,航,10/14/2019,"Minato City, Japan",within an hour,1,0.99,t,20,20,['phone'],t,t
302228906,航,10/14/2019,"Minato City, Japan",within an hour,1,0.99,t,20,20,['phone'],t,t
192788743,Kasumi,6/1/2018,"Tokyo, Japan",within an hour,1,0.99,f,13,13,"['email', 'phone']",t,t
280578369,Resort99,7/30/2019,,within an hour,1,1,t,6,7,"['email', 'phone']",t,t
309066124,Hitomi,11/12/2019,"Shinagawa City, Japan",within an hour,1,1,t,4,4,"['email', 'phone']",t,t
309097468,Airi,11/12/2019,,within an hour,1,0.93,f,1,1,['phone'],t,t
286188033,Arabella,8/15/2019,,within an hour,1,0.94,,38,46,"['email', 'phone']",t,t
309429022,Hikari,11/14/2019,,within an hour,1,0.93,f,1,1,[],t,t
307821271,Jimmy,11/7/2019,"Tokyo, Japan",within an hour,1,0.86,f,2,2,"['email', 'phone']",t,t
192788743,Kasumi,6/1/2018,"Tokyo, Japan",within an hour,1,0.99,f,13,13,"['email', 'phone']",t,t
59551877,Harvey & Lei,2/20/2016,"Yokohama, Japan",within an hour,1,1,t,8,8,"['email', 'phone']",t,t
119190779,Megumi,3/4/2017,"Shinjuku City, Japan",within an hour,1,0.95,t,1,1,"['email', 'phone', 'work_email']",t,t
90143254,Moto&Ai,8/15/2016,"Tokyo, Japan",within an hour,1,0.98,t,1,4,"['email', 'phone']",t,t
218369769,Tatsunari,10/2/2018,"Minato City, Japan",within an hour,1,0.97,f,21,30,"['email', 'phone']",t,t
218369769,Tatsunari,10/2/2018,"Minato City, Japan",within an hour,1,0.97,f,21,30,"['email', 'phone']",t,t
242799466,Ryota,2/12/2019,"Tokyo, Japan",within an hour,1,0.99,f,8,8,"['email', 'phone']",t,t
310085533,吉本,11/17/2019,,within an hour,1,0.97,f,1,1,"['email', 'phone']",t,t
1196132,Mio,9/22/2011,"Tokyo, Japan",within an hour,1,1,f,4,11,"['email', 'phone']",t,t
305151646,Shoto,10/28/2019,,within an hour,1,0.99,f,4,6,"['email', 'phone']",t,t
305151646,Shoto,10/28/2019,,within an hour,1,0.99,f,4,6,"['email', 'phone']",t,t
169464874,Etao,1/23/2018,"Chuo City, Japan",within an hour,1,1,t,6,11,['phone'],t,t
218369769,Tatsunari,10/2/2018,"Minato City, Japan",within an hour,1,0.97,f,21,30,"['email', 'phone']",t,t
52000676,國民,12/22/2015,"Sumida City, Japan",within an hour,1,0.95,f,64,85,"['email', 'phone']",t,t
310592136,Zen,11/19/2019,"Minato City, Japan",within an hour,1,1,t,2,3,"['email', 'phone']",t,t
308849237,Akio,11/12/2019,"Itabashi City, Japan",within an hour,1,1,f,5,7,"['email', 'phone']",t,t
308849237,Akio,11/12/2019,"Itabashi City, Japan",within an hour,1,1,f,5,7,"['email', 'phone']",t,t
310605681,Akihito,11/19/2019,"Tokyo, Japan",within an hour,1,1,f,1,1,"['email', 'phone']",t,t
104096097,Julian,11/17/2016,"Shinagawa City, Japan",within an hour,1,1,f,3,4,"['email', 'phone']",t,t
227574969,은식,11/26/2018,"Arakawa, Japan",within an hour,1,1,f,4,4,"['email', 'phone']",t,t
308888017,JungHo,11/12/2019,"Koto City, Japan",within an hour,1,0.97,f,1,1,"['email', 'phone']",t,t
130251558,豊,5/14/2017,"Shinagawa City, Japan",within an hour,1,1,f,2,2,"['email', 'phone']",t,t
311144609,Jim,11/21/2019,"Tokyo, Japan",within an hour,1,0.86,t,1,3,"['email', 'phone']",t,t
311261698,Apollo Vacation,11/21/2019,,within an hour,1,0.99,f,2,5,"['email', 'phone']",t,t
311261698,Apollo Vacation,11/21/2019,,within an hour,1,0.99,f,2,5,"['email', 'phone']",t,t
227574969,은식,11/26/2018,"Arakawa, Japan",within an hour,1,1,f,4,4,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
46798822,横山  美樹,10/17/2015,"Nakano, Japan",within an hour,1,1,t,5,7,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
63598456,優姫,3/19/2016,"Shibuya, Japan",within an hour,1,1,f,29,77,"['email', 'phone']",t,t
302228906,航,10/14/2019,"Minato City, Japan",within an hour,1,0.99,t,20,20,['phone'],t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
302228906,航,10/14/2019,"Minato City, Japan",within an hour,1,0.99,t,20,20,['phone'],t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
311295126,Sho,11/22/2019,"Tokyo, Japan",within an hour,1,1,f,18,19,"['email', 'phone']",t,t
50402863,Hironobu,12/2/2015,"Chuo City, Japan",within an hour,1,1,t,15,17,"['email', 'phone']",t,t
310824103,秋葉原,11/20/2019,,within an hour,1,0.98,t,3,4,"['email', 'phone']",t,t
310825199,東京茅場町,11/20/2019,,within an hour,1,1,t,2,2,"['email', 'phone']",t,t
179911926,Yuki,3/22/2018,"Shibuya City, Japan",within an hour,1,1,t,30,31,"['email', 'phone']",t,t
310825199,東京茅場町,11/20/2019,,within an hour,1,1,t,2,2,"['email', 'phone']",t,t
310824835,サクラクロスホテル上野御徒町,11/20/2019,,within an hour,1,0.98,t,6,6,"['email', 'phone']",t,t
310824835,サクラクロスホテル上野御徒町,11/20/2019,,within an hour,1,0.98,t,6,6,"['email', 'phone']",t,t
310824835,サクラクロスホテル上野御徒町,11/20/2019,,within an hour,1,0.98,t,6,6,"['email', 'phone']",t,t
310824835,サクラクロスホテル上野御徒町,11/20/2019,,within an hour,1,0.98,t,6,6,"['email', 'phone']",t,t
310824835,サクラクロスホテル上野御徒町,11/20/2019,,within an hour,1,0.98,t,6,6,"['email', 'phone']",t,t
310824835,サクラクロスホテル上野御徒町,11/20/2019,,within an hour,1,0.98,t,6,6,"['email', 'phone']",t,t
342971176,Yume,4/1/2020,"Tokyo, Japan",within an hour,1,1,,68,80,"['email', 'phone']",t,t
4283518,Neal,11/29/2012,"Tokyo, Japan",within a few hours,1,0.59,t,1,6,"['email', 'phone', 'work_email']",t,t
311979642,Selina,11/25/2019,"Tokyo, Japan",within an hour,1,1,t,42,42,"['email', 'phone']",t,t
312002536,Chinatsu,11/25/2019,"Tokyo, Japan",within an hour,1,0.97,f,22,34,"['email', 'phone']",t,t
312002536,Chinatsu,11/25/2019,"Tokyo, Japan",within an hour,1,0.97,f,22,34,"['email', 'phone']",t,t
311979642,Selina,11/25/2019,"Tokyo, Japan",within an hour,1,1,t,42,42,"['email', 'phone']",t,t
311979642,Selina,11/25/2019,"Tokyo, Japan",within an hour,1,1,t,42,42,"['email', 'phone']",t,t
311979642,Selina,11/25/2019,"Tokyo, Japan",within an hour,1,1,t,42,42,"['email', 'phone']",t,t
311979642,Selina,11/25/2019,"Tokyo, Japan",within an hour,1,1,t,42,42,"['email', 'phone']",t,t
311979642,Selina,11/25/2019,"Tokyo, Japan",within an hour,1,1,t,42,42,"['email', 'phone']",t,t
115432704,ｼﾞｬﾝ,2/8/2017,"Shinjuku City, Japan",within an hour,1,1,t,31,35,"['email', 'phone']",t,t
145326080,Shunki,8/10/2017,"Shinjuku City, Japan",within an hour,1,1,t,30,30,"['email', 'phone']",t,t
312455868,Andplace,11/26/2019,,within an hour,1,0.91,t,2,2,['phone'],t,t
42540192,Hiroko,8/25/2015,"Taito City, Japan",within an hour,1,1,t,3,3,"['email', 'phone']",t,t
42540192,Hiroko,8/25/2015,"Taito City, Japan",within an hour,1,1,t,3,3,"['email', 'phone']",t,t
183877565,UI Home Company,4/12/2018,"Nerima City, Japan",within an hour,1,0.98,f,71,81,"['email', 'phone', 'work_email']",t,t
42540192,Hiroko,8/25/2015,"Taito City, Japan",within an hour,1,1,t,3,3,"['email', 'phone']",t,t
312002536,Chinatsu,11/25/2019,"Tokyo, Japan",within an hour,1,0.97,f,22,34,"['email', 'phone']",t,t
312002536,Chinatsu,11/25/2019,"Tokyo, Japan",within an hour,1,0.97,f,22,34,"['email', 'phone']",t,t
312002536,Chinatsu,11/25/2019,"Tokyo, Japan",within an hour,1,0.97,f,22,34,"['email', 'phone']",t,t
312861486,櫻子,11/28/2019,"Tokyo, Japan",within an hour,1,0.98,f,3,9,"['email', 'phone']",t,t
301499500,Reiwa,10/10/2019,,within an hour,1,1,t,2,2,"['email', 'phone']",t,t
301499500,Reiwa,10/10/2019,,within an hour,1,1,t,2,2,"['email', 'phone']",t,t
309107795,Arcsens Tokyo,11/13/2019,"Tokyo, Japan",within an hour,1,0.99,t,2,2,"['email', 'phone']",t,t
309107795,Arcsens Tokyo,11/13/2019,"Tokyo, Japan",within an hour,1,0.99,t,2,2,"['email', 'phone']",t,t
254001139,Yoko,4/8/2019,"Toshima City, Japan",within an hour,1,1,f,5,9,"['email', 'phone']",t,t
179911926,Yuki,3/22/2018,"Shibuya City, Japan",within an hour,1,1,t,30,31,"['email', 'phone']",t,t
179911926,Yuki,3/22/2018,"Shibuya City, Japan",within an hour,1,1,t,30,31,"['email', 'phone']",t,t
179911926,Yuki,3/22/2018,"Shibuya City, Japan",within an hour,1,1,t,30,31,"['email', 'phone']",t,t
116324472,Nikki,2/14/2017,"Koto, Japan",within an hour,1,0.99,t,3,3,"['email', 'phone']",t,t
304782801,NOAH Hostel,10/27/2019,"Taito City, Japan",within an hour,1,1,f,4,5,['phone'],t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
129096261,Chisaki,5/6/2017,"Tokyo, Japan",within an hour,1,1,t,60,70,"['email', 'phone']",t,t
279064316,Na,7/25/2019,,within an hour,1,1,f,36,38,"['email', 'phone']",t,t
279064316,Na,7/25/2019,,within an hour,1,1,f,36,38,"['email', 'phone']",t,t
189502014,雲逸,5/14/2018,"Tokyo, Japan",within an hour,1,0.95,f,13,26,"['email', 'phone']",t,t
254001139,Yoko,4/8/2019,"Toshima City, Japan",within an hour,1,1,f,5,9,"['email', 'phone']",t,t
71920606,Heyao,5/14/2016,"Shinjuku, Japan",within an hour,1,1,t,51,65,"['email', 'phone']",t,t
116324472,Nikki,2/14/2017,"Koto, Japan",within an hour,1,0.99,t,3,3,"['email', 'phone']",t,t
312770397,俊之,11/28/2019,,within an hour,1,0.98,t,1,1,"['email', 'phone']",t,t
50402863,Hironobu,12/2/2015,"Chuo City, Japan",within an hour,1,1,t,15,17,"['email', 'phone']",t,t
84648516,Paul,7/19/2016,"Tokyo, Japan",within an hour,0.98,1,t,10,16,"['email', 'phone']",t,t
231264836,Shunki,12/18/2018,,within an hour,1,1,t,3,3,"['email', 'phone']",t,t
310824103,秋葉原,11/20/2019,,within an hour,1,0.98,t,3,4,"['email', 'phone']",t,t
304782801,NOAH Hostel,10/27/2019,"Taito City, Japan",within an hour,1,1,f,4,5,['phone'],t,t
219609611,Akiko,10/9/2018,"Minato City, Japan",within an hour,1,1,f,11,13,"['email', 'phone']",t,t
274146505,Kusakabe,7/7/2019,"Shinjuku City, Japan",within an hour,1,0.98,f,13,13,"['email', 'phone']",t,t
274146505,Kusakabe,7/7/2019,"Shinjuku City, Japan",within an hour,1,0.98,f,13,13,"['email', 'phone']",t,t
214640453,Hanako,9/10/2018,"Shinjuku, Japan",within an hour,1,1,,91,151,"['email', 'phone']",t,t
29700750,汪,3/20/2015,"Tokyo, Japan",within an hour,0.97,0.98,t,9,11,"['phone', 'work_email']",t,t
275916556,林,7/14/2019,,within an hour,1,0.99,t,8,9,"['email', 'phone']",t,t
275916556,林,7/14/2019,,within an hour,1,0.99,t,8,9,"['email', 'phone']",t,t
275916556,林,7/14/2019,,within an hour,1,0.99,t,8,9,"['email', 'phone']",t,t
63292658,静媛,3/16/2016,"Katsushika, Japan",within an hour,1,1,t,2,2,"['email', 'phone']",t,t
230115838,Akiko,12/11/2018,Japan,within a few hours,1,0.95,t,1,1,"['email', 'phone']",t,t
26107414,Bruce,1/14/2015,"Shinjuku, Japan",within an hour,1,1,f,7,39,"['email', 'phone', 'work_email']",t,t
26107414,Bruce,1/14/2015,"Shinjuku, Japan",within an hour,1,1,f,7,39,"['email', 'phone', 'work_email']",t,t
208210870,Alo,8/8/2018,"Arakawa City, Japan",within an hour,1,0.94,f,6,6,"['email', 'phone']",t,t
315775441,Nanami,12/9/2019,,within an hour,1,0.99,f,15,17,"['email', 'phone']",t,t
48076855,Jota,11/3/2015,"Hachioji, Japan",within an hour,1,1,f,4,4,"['email', 'phone']",t,t
315775441,Nanami,12/9/2019,,within an hour,1,0.99,f,15,17,"['email', 'phone']",t,t
315775441,Nanami,12/9/2019,,within an hour,1,0.99,f,15,17,"['email', 'phone']",t,t
315775441,Nanami,12/9/2019,,within an hour,1,0.99,f,15,17,"['email', 'phone']",t,t
315775441,Nanami,12/9/2019,,within an hour,1,0.99,f,15,17,"['email', 'phone']",t,t
315775441,Nanami,12/9/2019,,within an hour,1,0.99,f,15,17,"['email', 'phone']",t,t
41013044,Aileen,8/10/2015,Japan,within an hour,1,1,t,27,31,"['email', 'phone']",t,t
183877565,UI Home Company,4/12/2018,"Nerima City, Japan",within an hour,1,0.98,f,71,81,"['email', 'phone', 'work_email']",t,t
16991186,Kunio,6/19/2014,"Katsushika City, Japan",within an hour,1,1,t,7,7,"['email', 'phone']",t,t
16991186,Kunio,6/19/2014,"Katsushika City, Japan",within an hour,1,1,t,7,7,"['email', 'phone']",t,t
16991186,Kunio,6/19/2014,"Katsushika City, Japan",within an hour,1,1,t,7,7,"['email', 'phone']",t,t
195101995,List Properties,6/12/2018,,within an hour,1,1,f,3,6,"['email', 'phone']",t,t
195101995,List Properties,6/12/2018,,within an hour,1,1,f,3,6,"['email', 'phone']",t,t
195101995,List Properties,6/12/2018,,within an hour,1,1,f,3,6,"['email', 'phone']",t,t
315775441,Nanami,12/9/2019,,within an hour,1,0.99,f,15,17,"['email', 'phone']",t,t
315775441,Nanami,12/9/2019,,within an hour,1,0.99,f,15,17,"['email', 'phone']",t,t
315775441,Nanami,12/9/2019,,within an hour,1,0.99,f,15,17,"['email', 'phone']",t,t
316616431,Yasuhiro,12/11/2019,"Suginami City, Japan",within an hour,1,1,t,1,1,"['email', 'phone']",t,t
317015314,Yuzu,12/13/2019,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
317903930,Hibiki,12/15/2019,"Meguro City, Japan",within an hour,1,1,f,3,3,"['email', 'phone']",t,t
318242986,Seirai,12/16/2019,"Tokyo, Japan",within an hour,1,1,t,7,7,"['email', 'phone']",t,t
109313121,Yun,1/1/2017,"Tokyo, Japan",within an hour,1,1,t,2,2,"['email', 'phone']",t,t
318242986,Seirai,12/16/2019,"Tokyo, Japan",within an hour,1,1,t,7,7,"['email', 'phone']",t,t
318320103,Yuri,12/17/2019,,within an hour,1,0.85,f,1,1,"['email', 'phone']",t,t
143096922,Ming,7/29/2017,"Chuo City, Japan",within an hour,1,1,t,33,52,"['email', 'phone']",t,t
299176279,Nao,10/1/2019,,within an hour,1,0.99,f,14,16,"['email', 'phone']",t,t
31484416,Tetsuro,4/18/2015,"Tokyo, Japan",within an hour,1,1,,8,11,"['email', 'phone']",t,t
31484416,Tetsuro,4/18/2015,"Tokyo, Japan",within an hour,1,1,,8,11,"['email', 'phone']",t,t
31484416,Tetsuro,4/18/2015,"Tokyo, Japan",within an hour,1,1,,8,11,"['email', 'phone']",t,t
31484416,Tetsuro,4/18/2015,"Tokyo, Japan",within an hour,1,1,,8,11,"['email', 'phone']",t,t
42243617,Coco,8/22/2015,"Shinjuku, Japan",within an hour,1,1,t,3,6,"['email', 'phone']",t,t
318626877,Naho,12/18/2019,,within an hour,1,0.75,f,3,4,"['email', 'phone']",t,t
154517762,麻里子,10/14/2017,"Setagaya City, Japan",within an hour,1,1,t,7,7,"['email', 'phone', 'work_email']",t,t
318861185,Go,12/18/2019,"Sumida City, Japan",within a few hours,0.9,0.58,f,4,4,['phone'],t,t
308049115,Kanako,11/8/2019,"Tokyo, Japan",within an hour,1,1,f,1,6,"['email', 'phone']",t,t
313703048,Ou,12/2/2019,"Tokyo, Japan",within an hour,1,1,f,5,7,"['email', 'phone']",t,t
229627088,宅東,12/7/2018,"Tokyo, Japan",within an hour,1,1,f,107,133,"['email', 'phone']",t,t
313703048,Ou,12/2/2019,"Tokyo, Japan",within an hour,1,1,f,5,7,"['email', 'phone']",t,t
289089892,成洪,8/26/2019,,within an hour,1,1,t,1,3,"['email', 'phone']",t,t
313703048,Ou,12/2/2019,"Tokyo, Japan",within an hour,1,1,f,5,7,"['email', 'phone']",t,t
272633955,Alice,7/1/2019,"Shinjuku City, Japan",within an hour,1,0.99,f,6,6,"['email', 'phone']",t,t
272633955,Alice,7/1/2019,"Shinjuku City, Japan",within an hour,1,0.99,f,6,6,"['email', 'phone']",t,t
272633955,Alice,7/1/2019,"Shinjuku City, Japan",within an hour,1,0.99,f,6,6,"['email', 'phone']",t,t
272633955,Alice,7/1/2019,"Shinjuku City, Japan",within an hour,1,0.99,f,6,6,"['email', 'phone']",t,t
95647959,Makoto And Yuki,9/18/2016,,within an hour,1,1,t,2,6,"['email', 'phone']",t,t
297536882,Sugita,9/24/2019,"Chuo City, Japan",within an hour,0.97,0.91,f,9,9,"['email', 'phone']",t,t
316988833,Mune,12/13/2019,,within an hour,1,1,t,1,1,"['email', 'phone']",t,t
297536882,Sugita,9/24/2019,"Chuo City, Japan",within an hour,0.97,0.91,f,9,9,"['email', 'phone']",t,t
6648140,Tatsuhiko & Yuka,5/30/2013,"Shibuya City, Japan",within an hour,1,0.98,f,12,12,"['email', 'phone']",t,t
176116408,Pal,3/1/2018,"Mito, Japan",within an hour,1,0.99,f,3,5,"['email', 'phone', 'work_email']",t,t
3667176,Ryan,9/25/2012,"Itabashi, Japan",within a few hours,0.8,0.83,t,3,9,"['email', 'phone']",t,t
3667176,Ryan,9/25/2012,"Itabashi, Japan",within a few hours,0.8,0.83,t,3,9,"['email', 'phone']",t,t
44066901,Yuqian,9/13/2015,"Kita, Japan",within an hour,1,1,f,24,47,"['email', 'phone']",t,t
317905461,Hotel Owl Tokyo Nippori,12/15/2019,,within an hour,0.82,0.94,f,7,18,"['email', 'phone']",t,t
317905461,Hotel Owl Tokyo Nippori,12/15/2019,,within an hour,0.82,0.94,f,7,18,"['email', 'phone']",t,t
317905461,Hotel Owl Tokyo Nippori,12/15/2019,,within an hour,0.82,0.94,f,7,18,"['email', 'phone']",t,t
317905461,Hotel Owl Tokyo Nippori,12/15/2019,,within an hour,0.82,0.94,f,7,18,"['email', 'phone']",t,t
158926363,陽子,11/16/2017,"Suginami City, Japan",within a few hours,1,0.8,f,1,1,"['email', 'phone']",t,t
272633955,Alice,7/1/2019,"Shinjuku City, Japan",within an hour,1,0.99,f,6,6,"['email', 'phone']",t,t
290026443,Jen,8/29/2019,"Shinagawa City, Japan",within a few hours,0.9,0.5,f,1,2,['phone'],t,t
272633955,Alice,7/1/2019,"Shinjuku City, Japan",within an hour,1,0.99,f,6,6,"['email', 'phone']",t,t
181447000,四叶草,3/30/2018,"Tokyo, Japan",within an hour,1,1,f,16,30,"['email', 'phone']",t,t
320112297,Yousuke,12/23/2019,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
181447000,四叶草,3/30/2018,"Tokyo, Japan",within an hour,1,1,f,16,30,"['email', 'phone']",t,t
176116408,Pal,3/1/2018,"Mito, Japan",within an hour,1,0.99,f,3,5,"['email', 'phone', 'work_email']",t,t
314966183,真理子,12/6/2019,,within an hour,1,1,,8,15,"['email', 'phone']",t,t
318284118,ホテルヒルトップ,12/17/2019,"Itabashi City, Japan",within an hour,0.81,1,f,7,8,"['email', 'phone']",t,t
175030748,Asma,2/24/2018,"Katsushika, Japan",within an hour,1,1,t,1,2,"['email', 'phone']",t,t
320442576,Kawakami,12/23/2019,"Kawasaki, Japan",within an hour,1,1,t,2,3,"['email', 'phone']",t,t
320442576,Kawakami,12/23/2019,"Kawasaki, Japan",within an hour,1,1,t,2,3,"['email', 'phone']",t,t
318284118,ホテルヒルトップ,12/17/2019,"Itabashi City, Japan",within an hour,0.81,1,f,7,8,"['email', 'phone']",t,t
318284118,ホテルヒルトップ,12/17/2019,"Itabashi City, Japan",within an hour,0.81,1,f,7,8,"['email', 'phone']",t,t
318284118,ホテルヒルトップ,12/17/2019,"Itabashi City, Japan",within an hour,0.81,1,f,7,8,"['email', 'phone']",t,t
318284118,ホテルヒルトップ,12/17/2019,"Itabashi City, Japan",within an hour,0.81,1,f,7,8,"['email', 'phone']",t,t
205130250,June,7/25/2018,"Tokyo, Japan",within an hour,1,1,t,3,3,"['email', 'phone']",t,t
